Tipo;Producto;AlfaBeta;Troquel;CodBarraPrinc;Laboratorio;Precio;Neto;CadenaFrio;RequiereVale;Trazable
D;DERMAGLOS POST SOLAR GEL X 150 GR;24236;9998922;7793742003233;ANDROMACO;275,86;1;0;0;0
D;DERMAGLOS POST SOLAR GEL X 300 GR;;9986624;7793742003967;ANDROMACO;405,02;1;0;0;0
D;DERMAGLOS R A SOLAR F15 X 250 ML;36873;9980037;7793742003486;ANDROMACO;364,26;1;0;0;0
D;DERMAGLOS R A SOLAR F20 X 250 ML;36874;9980038;7793742003493;ANDROMACO;364,26;1;0;0;0
D;DERMAGLOS R A SOLAR F30 INVISIB SPR X 180ML;;9984587;7793742003448;ANDROMACO;426,33;1;0;0;0
D;DERMAGLOS R A SOLAR F30 SPR CONT INV X170ML;;9986103;7793742003592;ANDROMACO;461,44;1;0;0;0
D;DERMAGLOS R A SOLAR F30 X 250 ML;36875;9980039;7793742003509;ANDROMACO;367,40;1;0;0;0
D;DERMAGLOS R A SOLAR F40 SPR CONTINU X 170ML;;9984588;7793742003554;ANDROMACO;480,88;1;0;0;0
D;DERMAGLOS R A SOLAR F40 X 250 ML;36876;9980040;7793742003516;ANDROMACO;387,46;1;0;0;0
D;DERMAGLOS R A SOLAR F50 BEBES X 150 GR;;9984590;7793742033759;ANDROMACO;405,65;1;0;0;0
D;DERMAGLOS R A SOLAR F50 NÑ EMUL X 180 ML;;9987125;7793742003790;ANDROMACO;415,05;1;0;0;0
D;DERMAGLOS R A SOLAR F50 NÑ SPR CONT X 170ML;;9984589;7793742003738;ANDROMACO;463,95;1;0;0;0
D;DERMAGLOS R A SOLAR F50 SPR CONT INV X170ML;;9986626;7793742003776;ANDROMACO;494,04;1;0;0;0
D;DERMAGLOS R A SOLAR F50 X 250 ML;;9984174;7793742003431;ANDROMACO;405,02;1;0;0;0
D;DERMAGLOS R A SOLAR F65 TOTAL X 90 ML;24249;9996343;7793742003264;ANDROMACO;458,30;1;0;0;0
D;DERMAGLOS R A SOLAR F80 CR X 90 GR;;9984684;7793742003707;ANDROMACO;497,18;1;0;0;0
D;DERMAGLOS SOLAR F30 BARRA X 14 GR;;9987123;7793742002670;ANDROMACO;259,56;1;0;0;0
D;DERMAGLOS SOLAR F30 EFECTO SECO CR X 180 GR;;9987126;7793742003813;ANDROMACO;461,44;1;0;0;0
D;DERMAGLOS SOLAR F40 BARRA X 14 GR;;9985629;7793742003561;ANDROMACO;240,76;1;0;0;0
D;DERMAGLOS SOLAR F40 EFECTO SECO CR X 180 GR;;9985627;7793742003806;ANDROMACO;474,61;1;0;0;0
D;DERMAGLOS SOLAR FACIAL F50 CR X 50 GR;;9987563;7793742004520;ANDROMACO;431,97;1;0;0;0
D;DERMAGLOS SOLAR FACIAL MATIF F30 CR X 50 GR;;9984173;7793742003424;ANDROMACO;426,95;1;0;0;0
D;DERMAGLOS SOLAR PROT LABIAL LAP F30 X 3,4GR;;9987124;7793742002687;ANDROMACO;180,56;1;0;0;0
D;DERMAGLOS SV CR X 100 GR;09405;2983822;7793742001949;ANDROMACO;501,40;0;0;0;0
D;DERMAGLOS SV CR X 200 GR;09406;2983823;7793742001956;ANDROMACO;951,28;0;0;0;0
D;DERMAGLOS SV CR X 50 GR;09404;2983821;7793742001932;ANDROMACO;322,92;0;0;0;0
D;DERMAGLOS ULTRA FAC CONTOR OJOS+30 CR X15GR;;9986361;7793742007507;ANDROMACO;749,51;1;0;0;0
D;DERMAGLOS ULTRA FAC CONTOR OJOS+50 CR X15GR;;9986362;7793742007521;ANDROMACO;749,51;1;0;0;0
D;DERMAGLOS ULTRA FAC DIA +30 CR X 50 GR;;9986363;7793742007545;ANDROMACO;802,57;1;0;0;0
D;DERMAGLOS ULTRA FAC DIA +50 CR X 50 GR;;9986364;7793742007552;ANDROMACO;802,57;1;0;0;0
D;DERMAGLOS ULTRA FAC NOCHE +30 CR X 50 GR;;9986365;7793742007705;ANDROMACO;836,12;1;0;0;0
D;DERMAGLOS ULTRA FAC NOCHE +50 CR X 50 GR;;9986366;7793742007699;ANDROMACO;836,12;1;0;0;0
D;DERMANOVA BODY EMUL X 250 ML;39225;9980841;7798047980302;WIERHOM PHARMA;171,90;1;0;0;0
D;DERMANOVA CR TALON Y CODOS KIT X 2 X 60 GR;39226;9980757;7798047980296;WIERHOM PHARMA;206,28;1;0;0;0
D;DERMANOVA CR X 150 GR;;9990776;7798047980272;WIERHOM PHARMA;341,82;1;0;0;0
D;DERMANOVA FACIAL CR X 60 GR;;9983312;7798047980029;WIERHOM PHARMA;470,74;1;0;0;0
D;DERMASEB LOC X 30 ML;28236;4608161;7795373010352;CASSARA;495,74;0;0;0;0
D;DERMAVIS DEO CR POTE X 30 GR;35294;9990714;7798040750315;SIVADERM;58,85;1;0;0;0
D;DERMEXANE CAPILAR LOC X 30 ML;42968;5777711;7795373000377;CASSARA;402,34;0;0;0;0
D;DERMEXANE CR X 30 GR;31804;5078752;7795373010376;CASSARA;332,62;0;0;0;0
D;DERMEXANE ESP X 60 GR;;5849684;7795373000407;CASSARA;899,62;0;0;0;0
D;DERMEXANE SHA X 100 GR;;6464394;7795373099784;CASSARA;698,72;0;0;0;0
D;DERMEXANE UNG X 30 GR;31805;5078802;7795373010390;CASSARA;326,82;0;0;0;0
D;DERMO VAGISIL CUIDADO PH JAB LIQ X 240 ML;;9985074;7798092840392;COMBE;187,79;1;0;0;0
D;DERMO VAGISIL DESOD SPRAY B.POWDER X 75 ML;40930;9980820;7798092840255;COMBE;187,79;1;0;0;0
D;DERMO VAGISIL DESOD SPRAY X 75 ML;37772;9980200;7798092840187;COMBE;187,20;1;0;0;0
D;DERMO VAGISIL GEL INTIMO EFE/CALIDO X 30 GR;;9980525;7798092840248;COMBE;211,11;1;0;0;0
D;DERMO VAGISIL GEL INTIMO X 30 GR;36631;9990981;7798092840163;COMBE;211,11;1;0;0;0
D;DERMO VAGISIL ODOR BLOCK JAB LIQ X 240 ML;;9985073;7798092840385;COMBE;187,79;1;0;0;0
D;DERMO VAGISIL TOALL SOB X 12;34217;9990523;7798092840071;COMBE;187,20;1;0;0;0
D;DERMOPER CR X 100 GR;17828;4000022;7791763000088;RAYMOS;511,05;0;0;0;0
D;DERMOSONA CR X 20 GR;14157;3733821;7798006300196;FECOFAR;337,97;0;0;0;0
D;DERMOTOPIC 0,1% GEL X 30 GR;;5609131;7795347000563;LAZAR;814,81;0;0;0;0
D;DERMOTOPIC 0,3% GEL X 30 GR;;6080261;7795347001027;LAZAR;1013,89;0;0;0;0
D;DERMOTOPIC DUO GEL X 30 GR;;6176391;7795347922889;LAZAR;944,44;0;0;0;0
D;DERM'S Q10 CR X 60 GR;33820;9990443;7798023471084;LDA;793,49;1;0;0;0
D;DERM'S Q10 EMUL X 140 ML;39785;9980881;7798023473996;LDA;814,75;1;0;0;0
D;DERM'S Q10 GEL P/PARPADOS X 30 GR;33821;9990442;7798023471107;LDA;896,11;1;0;0;0
D;DERM'S REVIT CONTORNO/OJOS LABIOS X 30 ML;;9982904;7798023470056;LDA;1196,74;1;0;0;0
D;DERM'S REVIT CR DIA F15 X 30 ML;;9984117;7798023470087;LDA;1203,76;1;0;0;0
D;DERM'S REVIT CR NOCHE X 30 ML;;9983751;7798023470070;LDA;1239,16;1;0;0;0
D;DERM'S SHA X 140 ML;;9983285;7798023470094;LDA;656,85;1;0;0;0
D;DERMXINFANTIL POLVO X 50 GR;;9987390;7798113693341;OMICRON;210,91;1;0;0;0
D;DERRUMAL 300 MG CAP X 30;18783;4108032;7791171002261;FINADIET;1923,02;0;0;0;0
D;DESALER 5 MG CPR X 10;41630;547971;7794428011887;FORTBENTON;303,83;0;0;0;0
D;DESALER 5 MG CPR X 30;41631;547972;7794428011894;FORTBENTON;810,61;0;0;0;0
D;DESALER CORT CPR X 10;;5856681;7794428011979;FORTBENTON;298,07;0;0;0;0
D;DESALER CORT CPR X 30;;5856682;7794428011986;FORTBENTON;830,45;0;0;0;0
D;DESCANIL 7,5 MG CPR X 30;;6015001;7798112991479;LEPETIT PHARMA;658,72;0;0;0;0
D;DESENSYL MAX CR DEN X 60 GR;;9985307;7792183000771;GADOR;125,73;1;0;0;0
D;DESENSYL PASTA DEN X 100 GR;03870;9994786;7792183000030;GADOR;183,22;1;0;0;0
D;DESFERAL 500 MG FCO AMP X 10;09121;208921;7795306163575;NOVARTIS;3783,42;0;0;0;0
D;DESGRAS BURNET FAT CPR X 90;;9985634;7794517004059;ARGENFARMA;547,31;1;0;0;0
D;DESGRAS COMPLEX CAP X 60;;9996069;7794517004493;ARGENFARMA;466,46;1;0;0;0
D;DESGRAS CPR X 60;11549;9990567;7794517002208;ARGENFARMA;267,43;1;0;0;0
D;DESGRAS SOLUBLE S/CHOC X 400 GR;17874;9991709;7794517002222;ARGENFARMA;366,95;1;0;0;0
D;DESIRE 2 MG CPR X 28;;6158002;7792183000788;GADOR;1999,43;0;0;0;0
D;DESLAFAX 100 MG CPR X 30;;6065975;7792183001846;GADOR;1960,00;0;0;0;0
D;DESLAFAX 50 MG CPR X 30;;6065845;7792183000856;GADOR;1153,99;0;0;0;0
D;DESLORAMAR 5 MG CPR X 14;;6495132;7798074620585;MAR;262,00;0;0;0;0
D;DESLORAMAR 5 MG CPR X 7;;6495131;7798074620578;MAR;143,00;0;0;0;0
D;DESLORAMAR 50 MG/100 ML JAR X 60 ML;;6495261;7798074620592;MAR;245,00;0;0;0;0
D;DESLORAMAR CORT CPR X 10;;6455681;7798074620608;MAR;230,00;0;0;0;0
D;DESLORAMAR CORT JAR X 60 ML;;6455711;7798074620615;MAR;263,00;0;0;0;0
D;DESLORATADINA RICHET 5 MG CPR X 14;;6038682;7795336293099;RICHET;330,76;0;0;0;0
D;DESLORATADINA RICHET 5 MG CPR X 7;;6038681;7795336293082;RICHET;184,73;0;0;0;0
D;DESLORATADINA RICHET JAR X 60 ML;;6038711;7795336293204;RICHET;183,50;0;0;0;0
D;DESMOPRESIN 0,1 MG CPR X 100;28311;3897935;7798025130309;FERRING;6825,77;0;0;0;0
D;DESMOPRESIN 0,2 MG CPR X 100;28312;3897936;7798025130293;FERRING;11166,58;0;0;0;0
D;DESMOPRESIN 0,2 MG CPR X 30;18218;3897934;7798025130033;FERRING;3427,83;0;0;0;0
D;DESMOPRESIN INY 4 MG AMP X 10;15853;3898001;7798025130071;FERRING;6483,79;0;1;0;0
D;DESMOPRESIN MELT 120 MCG CPR X 30;;5572711;7795309002642;FERRING;3519,31;0;0;0;0
D;DESMOPRESIN SOL INTRAN X 2,5 ML;15852;3898261;7798025130057;FERRING;3169,32;0;1;0;0
D;DESMOPRESIN SPRAY X 5 ML;15855;3898182;7798025130064;FERRING;4811,50;0;0;0;0
D;DESODORANTE PHYSIOLOGIQUE AER X 150 ML;;9986309;3337872412141;LA ROCHE POSAY;1125,53;1;0;0;0
D;DESODORANTE PHYSIOLOGIQUE ROLL-ON X 50 ML;;9986308;3337872412158;LA ROCHE POSAY;803,83;1;0;0;0
D;DESOPLUS EMUL X 130 ML;22245;443218;7798021110206;LAGOS;2210,00;0;0;0;0
D;DETIXOL 10/10 MG CAP X 30;;6433262;7791909117502;CASASCO;976,71;0;0;0;0
D;DETRUSITOL 2 MG CPR X 28;22292;4421531;7791824116772;PFIZER;615,16;0;0;0;0
D;DETRUSITOL 2 MG CPR X 56;22293;4421532;7791824116789;PFIZER;1265,63;0;0;0;0
D;DEVISAL CB CAP X 1;;6485711;7795338999159;BALIARDA;524,20;0;0;0;0
D;DEVISAL CB CAP X 2;;6485712;7795338018614;BALIARDA;831,62;0;0;0;0
D;DEVISAL FCO SOL BEB X 2 ML;;6352841;7795338012247;BALIARDA;446,29;0;0;0;0
D;DEXA RHINOSPRAY N SUSP ATOM X 10 ML;21334;4255471;7795312108546;SANOFI AVENTIS;303,60;0;0;0;0
D;DEXACORT C SUSP OFT X 10 ML;;5956686;7795373009974;BIOCEUTICA;446,92;0;0;0;0
D;DEXALAF 0,5 MG CPR X 20;37423;3147242;7798021296542;LAFEDAR;530,36;0;0;0;0
D;DEXALERGIN GRAG X 20;08666;881052;7795350021302;IVAX;344,58;0;0;0;0
D;DEXALERGIN GRAG X 40;08667;0881053;7795350021319;IVAX;538,50;0;0;0;0
D;DEXALERGIN GTS X 30 ML;08668;879254;7795350021425;IVAX;361,55;0;0;0;0
D;DEXALERGIN GTS X 60 ML;08669;879255;7795350021432;IVAX;521,82;0;0;0;0
D;DEXALERGIN JAR X 100 ML;08670;2156592;7795350021395;IVAX;271,81;0;0;0;0
D;DEXALERGIN N SOL ATOM X 10 ML;23659;879257;7795350021388;IVAX;347,82;0;0;0;0
D;DEXALERGIN NF CR X 20 GR;;6151391;7795326000270;IVAX;473,20;0;0;0;0
D;DEXALERGIN NOVO CB (OTC) CAP X 10;;9987916;7795326010552;IVAX;212,33;0;0;0;0
D;DEXALERGIN NOVO CB (OTC) CAP X 30;;9987915;7795326010569;IVAX;605,11;0;0;0;0
D;DEXALERGIN NOVO CB CAP X 10;;6319971;7795326005558;IVAX;271,94;0;0;0;0
D;DEXALERGIN NOVO CB CAP X 30;;6319972;7795326005565;IVAX;699,24;0;0;0;0
D;DEXAMERAL 4 MG CPR X 10;20193;4311561;7791763001993;RAYMOS;242,56;0;0;0;0
D;DEXAMERAL 4 MG CPR X 20;20194;4311562;7791763002013;RAYMOS;462,56;0;0;0;0
D;DEXAMERAL 8 MG CPR X 20;;5726682;7795367546713;LKM;404,55;0;0;0;0
D;DEXAMETASONA DORF SOL OFT X 10 ML;32636;5131281;7798103390038;PHARMADORF;803,66;0;0;0;0
D;DEXAMETASONA FECOFAR CPR X 20;;1611331;7798006300158;FECOFAR;231,55;0;0;0;0
D;DEXAMETASONA FECOFAR CPR X 30;03539;1611332;7798006300875;FECOFAR;320,16;0;0;0;0
D;DEXAMETASONA RICHET 8 MG AMP X 1;07174;2689131;7795336229012;RICHET;613,45;0;0;0;0
D;DEXAMYTREX POM OFT X 3 GR;26202;4541241;7798069050045;BAUSCH & LOMB;542,32;0;0;0;0
D;DEXATOTAL 4 MG CPR X 10;33509;5156431;7795349000790;ARISTON;201,03;0;0;0;0
D;DEXATOTAL 4 MG CPR X 20;33510;5156432;7795349000806;ARISTON;382,25;0;0;0;0
D;DEXATOTAL 8 MG CPR X 10;33511;5156641;7795349000813;ARISTON;429,24;0;0;0;0
D;DEXATOTAL 8 MG CPR X 20;;5156642;7795349000820;ARISTON;819,37;0;0;0;0
D;DEXATOTAL 8 MG CPR X 30;33512;5156643;7795349000837;ARISTON;1097,22;0;0;0;0
D;DEXITIS 10 MG CPR X 10;;9984920;7798032933719;SAVANT PHARM;128,33;0;0;0;0
D;DEXO 150 MG CPR X 20;24282;4493651;7795327061560;DOMINGUEZ;631,20;0;0;0;0
D;DEXO 300 MG CPR X 20;24283;4493731;7795327061591;DOMINGUEZ;1082,03;0;0;0;0
D;DEXO 300 MG CPR X 50;24284;4493732;7795327061607;DOMINGUEZ;2608,13;0;0;0;0
D;DEXO FTE CPR X 30;;6512841;7795327065223;DOMINGUEZ;2443,05;0;0;0;0
D;DEXOPRAL 30 MG CAP X 30;;5967134;7795345121222;ROEMMERS;1315,66;0;0;0;0
D;DEXOPRAL 60 MG CAP X 15;;5967262;7795345121239;ROEMMERS;991,29;0;0;0;0
D;DEXOPRAL 60 MG CAP X 30;;5967264;7795345121215;ROEMMERS;1878,72;0;0;0;0
D;DG 6 IODOPOVIDONA SOL X 60 ML;27187;9992366;7792234000446;CRAVERI;365,98;0;0;0;0
D;DG 6 SOL X 60 ML;09551;216342;7792234034601;CRAVERI;438,69;0;0;0;0
D;DHA AUTOBRONCEANTE LOC X 110 ML;35073;9990668;7798026720066;ETHICUS;249,84;1;0;0;0
D;DIAB DOS 1000 MG CPR X 100;38778;5511392;7798161990225;FRANCELAB ARGENTINA;1639,62;0;0;0;0
D;DIAB DOS 1000 MG CPR X 30;;5511393;7798161990201;FRANCELAB ARGENTINA;540,43;0;0;0;0
D;DIAB DOS 1000 MG CPR X 60;38777;5511391;7798161990218;FRANCELAB ARGENTINA;1041,79;0;0;0;0
D;DIAB DOS 500 MG CPR X 100;38774;5511132;7798142290085;FRANCELAB ARGENTINA;739,07;0;0;0;0
D;DIAB DOS 500 MG CPR X 30;;5511133;7798161990126;FRANCELAB ARGENTINA;199,13;0;0;0;0
D;DIAB DOS 500 MG CPR X 60;38773;5511131;7798161990133;FRANCELAB ARGENTINA;396,74;0;0;0;0
D;DIAB DOS 850 MG CPR X 100;38776;5511262;7798142290108;FRANCELAB ARGENTINA;1348,12;0;0;0;0
D;DIAB DOS 850 MG CPR X 30;;5511263;7798161990164;FRANCELAB ARGENTINA;406,40;0;0;0;0
D;DIAB DOS 850 MG CPR X 60;38775;5511261;7798161990171;FRANCELAB ARGENTINA;808,95;0;0;0;0
D;DIABE PASS 5 MG CPR X 30;;5497552;7798161990010;FRANCELAB ARGENTINA;173,45;0;0;0;0
D;DIABE PASS 5 MG CPR X 60;38769;5497551;7798142290016;FRANCELAB ARGENTINA;311,87;0;0;0;0
D;DIABEGLIPT 20 MG CPR X 30;;6446551;7795337905489;TEMIS LOSTALO;2301,43;0;0;0;0
D;DIABESIL 500 MG CPR X 30;43467;5445003;7792183000306;GADOR;203,40;0;0;0;0
D;DIABESIL 500 MG CPR X 60;43468;5445004;7792183000313;GADOR;517,16;0;0;0;0
D;DIABESIL AP 1000 MG CPR X 100;;5445266;7792183002294;GADOR;1867,95;0;0;0;0
D;DIABESIL AP 1000 MG CPR X 30;43471;5445263;7792183000344;GADOR;588,46;0;0;0;0
D;DIABESIL AP 1000 MG CPR X 60;43472;5445264;7792183000351;GADOR;1132,21;0;0;0;0
D;DIABESIL AP 500 MG CPR X 100;;6344428;7792183002300;GADOR;1200,76;0;0;0;0
D;DIABESIL AP 500 MG CPR X 30;;6344424;7792183001877;GADOR;402,78;0;0;0;0
D;DIABESIL AP 500 MG CPR X 60;;6344426;7792183001884;GADOR;743,93;0;0;0;0
D;DIABESIL AP 850 MG CPR X 100;;5445136;7792183002287;GADOR;1475,22;0;0;0;0
D;DIABESIL AP 850 MG CPR X 30;43469;5445133;7792183000320;GADOR;457,01;0;0;0;0
D;DIABESIL AP 850 MG CPR X 60;43470;5445134;7792183000337;GADOR;900,50;0;0;0;0
D;DIABINESE 250 MG CPR X 50;05862;0797664;7795381026673;PFIZER;502,35;0;0;0;0
D;DIABO 250 MG CPR X 50;;4101762;7791763000101;MAX VISION;544,64;0;0;0;0
D;DIABUTIL 2 MG CPR X 30;41219;5698681;7796285053321;LABORATORIO ELEA  PHOENIX;689,00;0;0;0;0
D;DIABUTIL 4 MG CPR X 30;41222;5698712;7796285053352;LABORATORIO ELEA  PHOENIX;1172,14;0;0;0;0
D;DIACETABS 50 MG CPR X 30;;6211555;7790375003197;BAGO;438,77;0;0;0;0
D;DIACTAL 5 MG ENEMA X 1;28713;4857151;7795356001629;SIDUS;1134,54;0;0;0;0
D;DIACTAL 5 MG ENEMA X 5;28714;4857152;7795356001636;SIDUS;2871,02;0;0;0;0
D;DIADERMINA ROSA MONUMENTO X 100 GR;;9982854;7793158540259;LABORATORIOS ROSARIO;66,40;1;0;0;0
D;DIAL ND UNGUEAL CR X 10;08264;9996430;7798024280050;NEO DERMOS;358,10;1;0;0;0
D;DIAMICRON MR 60 MG CPR X 30;;5930841;7795384010488;SERVIER;981,36;0;0;0;0
D;DIAMICRON MR 60 MG CPR X 60;;05930841;7795384000137;SERVIER;1919,32;0;0;0;0
D;DIANE 35 GRAG X 21;00661;3036601;7795320010510;BAYER SCHERING;510,66;0;0;0;0
D;DIAPRESAN 160 MG CPR X 15;;6111391;7795378001430;MONTPELLIER;578,62;0;0;0;0
D;DIAPRESAN 160 MG CPR X 30;47777;6111392;7795378001492;MONTPELLIER;1082,16;0;0;0;0
D;DIAPRESAN 80 MG CPR X 15;47774;6111261;7795378001317;MONTPELLIER;445,19;0;0;0;0
D;DIAPRESAN 80 MG CPR X 30;;6111262;7795378001423;MONTPELLIER;870,97;0;0;0;0
D;DIAPRESAN A 160/10 MG CPR X 30;;6519001;7795378005742;MONTPELLIER;1456,59;0;0;0;0
D;DIAPRESAN A 160/5 MG CPR X 30;;6519261;7795378005735;MONTPELLIER;1397,20;0;0;0;0
D;DIAPRESAN D 160/12,5 MG CPR X 30;;6170421;7795378004905;MONTPELLIER;1108,95;0;0;0;0
D;DIAPRESAN D 160/25 MG CPR X 30;;6170551;7795378004912;MONTPELLIER;1336,39;0;0;0;0
D;DIAPRESAN D 80/12,5 MG CPR X 30;;6170391;7795378004899;MONTPELLIER;895,99;0;0;0;0
D;DIAR CAP X 30;;9987313;7795368547412;POEN;734,62;1;0;0;0
D;DIARIS CAP X 30;36464;5343421;7795368054477;POEN;838,35;0;0;0;0
D;DIARIS OMEGA CAP X 30;;9986847;7795368547375;POEN;306,14;1;0;0;0
D;DIASIP VAINIL LATA X 350 GR;;9985050;7795323001966;NUTRICIA BAGO;636,71;1;0;0;0
D;DIASIP VAINILLA BOTELLA LIQ X 200 ML;40407;9981042;8712400151634;NUTRICIA BAGO;161,87;1;0;0;0
D;DIASTONE 50 MG CPR X 15;21112;4264622;7791829008119;MICROSULES ARGENTINA;220,06;0;0;0;0
D;DIASTONE 50 MG CPR X 30;21113;4264624;7791829008126;MICROSULES ARGENTINA;344,45;0;0;0;0
D;DIASTONE 75 MG AMP X 6;21116;4264962;7791829008157;MICROSULES ARGENTINA;53,01;0;0;0;0
D;DIASTONE 75 MG CPR X 15;21114;4264702;7791829008133;MICROSULES ARGENTINA;440,13;0;0;0;0
D;DIASTONE RET 100 MG CPR X 15;21117;4264882;7791829008263;MICROSULES ARGENTINA;510,93;0;0;0;0
D;DIAZEPAM VANNIER 5 MG CPR X 20;;2274061;7795372000743;VANNIER;186,51;0;0;0;0
D;DICASONE 0,6 MG CPR X 30;43084;5326393;7795338013688;BALIARDA;331,09;0;0;0;0
D;DICASONE 0,6 MG GTS X 30 ML;;5626683;7795338001586;BALIARDA;349,64;0;0;0;0
D;DICASONE COMPLEX CR X 10 GR;43085;5184481;7795338015989;BALIARDA;319,27;0;0;0;0
D;DICASONE COMPLEX CR X 20 GR;43087;5184482;7795338015996;BALIARDA;504,75;0;0;0;0
D;DICETEL 100 MG CPR X 30;19929;5916262;8002660011800;ABBOTT;972,24;0;0;0;0
D;DICETEL 100 MG CPR X 60;19930;5916263;8002660011817;ABBOTT;1881,43;0;0;0;0
D;DICLAC 150 MG UNO CPR X 10;28487;4547281;7795380003989;INVESTI FARMA;416,22;0;0;0;0
D;DICLAC 150 MG UNO CPR X 20;28825;4547282;7795380003996;INVESTI FARMA;815,80;0;0;0;0
D;DICLOFENAC DF 75 MG CPR X 15;;5131332;7798050060725;DENVER FARMA;416,53;0;0;0;0
D;DICLOFENAC DF 75 MG CPR X 30;;5131331;7798050060732;DENVER FARMA;669,21;0;0;0;0
D;DICLOFENAC DF AMP X 6;30217;4272381;7798050060558;DENVER FARMA;380,41;0;0;0;0
D;DICLOFENAC DF GEL X 50 GR;18836;4272461;7798050060053;DENVER FARMA;336,76;0;0;0;0
D;DICLOFENAC PRIDINOL TEVA 4 MG CPR X 10;;5127522;7795326020094;IVAX;264,51;0;0;0;0
D;DICLOFENAC PRIDINOL TEVA 4 MG CPR X 30;;5127523;7795326020100;IVAX;635,82;0;0;0;0
D;DICLOFENAC TEVA 75 MG CPR X 10;;04651131;7795326020070;IVAX;337,85;0;0;0;0
D;DICLOFENAC TEVA 75 MG CPR X 30;;4651134;7795326020087;IVAX;887,33;0;0;0;0
D;DICLOGESIC 100 AP CPR X 10;41605;3743803;7795371459269;TRB PHARMA;276,00;0;0;0;0
D;DICLOGESIC 50 MG CPR X 15;33027;3743641;7795371458743;TRB PHARMA;207,00;0;0;0;0
D;DICLOGESIC CPR X 10;33515;3743726;7795371458781;TRB PHARMA;253,00;0;0;0;0
D;DICLOGESIC CPR X 15;13798;3743721;7795371000089;TRB PHARMA;423,00;0;0;0;0
D;DICLOGESIC CPR X 30;13799;3743722;7795371000096;TRB PHARMA;708,00;0;0;0;0
D;DICLOGESIC FTE CPR REC X 10;36579;5369681;7795371458910;TRB PHARMA;244,00;0;0;0;0
D;DICLOGESIC FTE CPR REC X 30;36580;5369683;7795371458927;TRB PHARMA;621,00;0;0;0;0
D;DICLOGESIC GEL 50 GR;31500;3743983;7795371458675;TRB PHARMA;253,00;0;0;0;0
D;DICLOGESIC PLUS B12 CPR X 10;38597;5523841;7795371459115;TRB PHARMA;373,00;0;0;0;0
D;DICLOGESIC PLUS B12 CPR X 20;38598;5523842;7795371459122;TRB PHARMA;635,00;0;0;0;0
D;DICLOGESIC RELAX CPR X 10;36581;4195403;7795371458958;TRB PHARMA;244,00;0;0;0;0
D;DICLOGESIC RELAX CPR X 20;21710;4195401;7795371458187;TRB PHARMA;455,00;0;0;0;0
D;DICLOGESIC RELAX CPR X 40;20499;4195402;7795371458194;TRB PHARMA;846,00;0;0;0;0
D;DICLOLAM 75 MG CPR X 15;;5257801;7798160690058;LEPETIT PHARMA;310,96;0;0;0;0
D;DICLOMAR 75 MG CPR X 20;40439;5676261;7798074620257;MAR;293,00;0;0;0;0
D;DICLOMAR 75 MG CPR X 30;;5676262;7798074620332;MAR;541,00;0;0;0;0
D;DICLOMAR AMP X 4;34749;522431;7798074620172;MAR;373,00;0;0;0;0
D;DICLOMAR CPR X 20;24373;0312291;7798019490303;MAR;171,00;0;0;0;0
D;DICLOMAR CPR X 30;;0312292;7798074620325;MAR;316,00;0;0;0;0
D;DICLOMAR FLEX POTASICO CPR X 15;;6111972;7798074620370;MAR;240,00;0;0;0;0
D;DICLOMAR GESIC CPR X 20;;6379261;7798074620455;MAR;257,00;0;0;0;0
D;DICLOMAR GESIC CPR X 30;;6379262;7798074620462;MAR;442,00;0;0;0;0
D;DICOFAN SOL X 45 ML;25690;4626801;7795325002695;RIVERO;467,77;0;0;0;0
D;DIENOPIL CPR X 21;43302;5790711;7798103391035;PHARMADORF;1505,91;0;0;0;0
D;DIFENAC 1% GEL X 50 GR;;4034863;7798021293800;LAFEDAR;438,84;0;0;0;0
D;DIFENHIDRAMINA DF 50 MG CPR X 20;;4365441;7798050060596;DENVER FARMA;216,60;0;0;0;0
D;DIFENHIDRAMINA DF JAR X 120 ML;;4365601;7798050060190;DENVER FARMA;312,88;0;0;0;0
D;DIFFERIN CR 0,1% X 45 GR;;4462703;3499320004589;GALDERMA;1253,74;0;0;0;0
D;DIFFERIN GEL 0,1% X 45 GR;;4054243;3499320003902;GALDERMA;1253,75;0;0;0;0
D;DIFFERIN GEL 0,3% X 30 GR;42784;5700841;7897930761919;GALDERMA;1780,54;0;0;0;0
D;DIGENORFLAT GRAG X 40;01126;2002203;7795338000060;BALIARDA;933,16;0;0;0;0
D;DIGESPLEN CPR X 30;23091;0224424;7792234088642;CRAVERI;578,56;0;0;0;0
D;DIKLOPHAR FLEX CPR X 10;;6056711;7798152930353;WUNDERPHARM;233,37;0;0;0;0
D;DIKLOPHAR FLEX CPR X 20;;6056712;7798152930360;WUNDERPHARM;453,19;0;0;0;0
D;DILATREND 12,5 MG CPR X 14 EXH X 10;;9986417;7798129413469;NOVA ARGENTIA;1052,91;0;0;0;0
D;DILATREND 12,5 MG CPR X 28;18289;4094181;7798129411175;NOVA ARGENTIA;520,42;0;0;0;0
D;DILATREND 12,5 MG CPR X 30;;4094183;7798129413575;NOVA ARGENTIA;520,42;0;0;0;0
D;DILATREND 12,5 MG CPR X 56;;4094182;7798129411823;NOVA ARGENTIA;809,84;0;0;0;0
D;DILATREND 25 MG CPR X 28;10556;3188412;7798129411199;NOVA ARGENTIA;630,93;0;0;0;0
