11606;SONAJERO CUNERO ELEFANTITOS;0;499;7798038310361
11607;SONAJERO CUNERO PAJARITOS;0;499;7798038311856
11605;SONAJERO CUNERO PELOTITAS;0;420;7798038316110
11615;SONAJERO DE MANO ELEFANTE;0;365;7798038316455
11614;SONAJERO DE MANO OSITO;0;365;7798038316448
11617;SONAJERO DE MANO PERRITO;0;365;7798038316479
11618;SONAJERO DE MANO VAQUITA;0;365;7798038316486
11649;SONAJERO FORMITAS;0;259;7798038317445
10521;SUPER BIBERON (biberón DL/vasito decorado/jabon glicerinado/cepillo limpia mamad./sonajero/peine/cuchara/tenedor);12;1540;7798038314437
10536;SUPER OSITO DE ACCESORIOS (mamadera/biberon/vasito decorado/shampoo/portachupetes/esponja/sonajero);6;2250;7798038310125
10534;SUPER OSITO DE PERFUMERIA (shampoo/crema enj./jabón líquido/mamadera osito/vasito decorado/sonajero);6;2250;7798038317247
11120;TETINA DE SILICONA - Por 4 unidades - En Blister;0;475;7798038312716
11119;TETINA DE SILICONA CHICA/MEDIANA/GRANDE - En blister;0;215;7798038310446
11121;TETINA DE SILICONA PARA MAMADERA DE BOCA ANCHA - Por 2 unidades en blister;0;415;7798038311481
11137;TETINA MAMARIA DE SILICONAS -  Estuche Por 2 unidades;93;385;7798038312129
11139;TETINA PARA JUGO DE SILICONAS -  Estuche Por 2 unidades;93;465;7798038312143
11202;TIJERITA PARA BEBE;300;565;7798038311504
11207;TIJERITA PARA BEBE CON MANGO PLASTICO;300;649;7798038318251
10422;TOALLAS HUMEDAS DISADUL - PARA LA HIGIENE DIARIA x 60 unid.;12;395;7798038317216
10407;TOALLAS HUMEDAS DISADUL - ULTRAGRUESAS PARA LA HIGIENE DIARIA x 40 unid.;12;349;7798038314154
10424;TOALLAS HUMEDAS DISPITA - CON CAJA CONTENEDORA - ULTRA GRUESAS x 50 unid.;11;499;7798038315922
10423;TOALLAS HUMEDAS DISPITA - OSITO x 100 unid.;12;475;7798038317315
10425;TOALLAS HUMEDAS DISPITA - REPUESTO ECONOMICO x 120 unid. - CON MANZANILLA - Celeste;24;199;7798038311955
10411;TOALLAS HUMEDAS DISPITA - REPUESTO x 100 unid. - CON ALOE VERA Y VITAMINA E - Verde;24;195;7798038315854
10410;TOALLAS HUMEDAS DISPITA - REPUESTO x 100 unid. - CON CALENDULA  Y VITAMINA A - Roja y Blanca;24;195;7798038315847
10409;TOALLAS HUMEDAS DISPITA - REPUESTO x 100 unid. - CON LANOLINA Y VITAMINA E - Anaranjada;24;195;7798038315830
10402;TOALLAS HUMEDAS DISPITA - REPUESTO x 100 unid. - CON MANZANILLA - Celeste;24;195;7798038310040
10403;TOALLAS HUMEDAS DISPITA - TUBO x 100 unid. - CON MANZANILLA - Celeste;12;385;7798038310071
10420;TOALLAS HUMEDAS DISPITA - ULTRA GRUESAS x 50 unid.;24;235;7798038316912
11356;TOALLITA DE MANO 20 X 30;0;159;7798038314321
11341;TOALLON CON CAPUCHA BORDADO OSITO;30;1720;7798038317438
11346;TOALLON CON CAPUCHA ESTAMPADA;30;1390;7798038311726
11351;TOALLON DE COLOR CON CAPUCHA;30;1450;7798038318268
11375;TOALLON DE COLOR CON CAPUCHA + ESPONJA Y BOLSA PLASTICA DE REGALO DE REGALO;0;1450;7798038316295
11350;TOALLON EXTRA GRANDE CON CAPUCHA;0;1450;7798038318497
10677;VASO 360 ANTIDERRAME Y CON AGARRE x 210 ml.;0;1590;7798345760354
10660;VASO ANTIDERRAME CON AGARRE Y TRABA x 260 ml.;0;1590;7798038318299
10658;VASO ANTIDERRAME CON ANTIDESLIZANTE Y PAJITA DE SILICONAS x 240 ml.;38;552;7798038317933
10655;VASO DE APRENDIZAJE CON AGARRE Y TETINA DE SILICONAS x 250 ml.;30;545;7798038317667
10657;VASO DE APRENDIZAJE CON ANTIDESLIZANTE Y TETINA DE SILICONAS x 240 ml.;30;545;7798038317940
10669;VASO DE ENTRENAMIENTO ANTIDERRAME;0;1290;7798038318886
10667;VASO DE TRANSICION ANTI GOTEO CON AGARRE Y TAPA;0;1420;7798038318749
10652;VASO DECORADO ANTIDERRAME CON TAPA A ROSCA Y PAJITA DE SILICONAS;0;589;7798038317032
10647;VASO DECORADO ANTIDERRAME CON TAPA A ROSCA Y SORBITO;0;525;7798038316196
10618;VASO DECORADO PARA JUGO;128;239;7798038310934
10625;VASO DECORADO TRASLUCIDO DOBLE ASA CON PAJITA DE SILICONAS ANTIDERRAME;54;610;7798038313379
10619;VASO DECORADO TRASLUCIDO DOBLE ASA CON SORBITO;72;415;7798038310965
10626;VASO DECORADO TRASLUCIDO DOBLE ASA CON TETINA DE SILICONAS;54;540;7798038312501
10623;VASO DECORADO TRASLUCIDO PARA JUGO;128;258;7798038310989
