"IDComprobante","Pago","Concepto","IDTarjeta","Importe","AlicuotaPercepMun","IdComprobanteVale","IdMedioDePago","TarjCupon","TarjNumero","TarjEstado","IDCheque","idTransferencia"
17244,1,"CONTADO",,0,0,,1,"","","",,
17245,1,"CONTADO",,110.52,0,,1,"","","",,
17246,1,"CONTADO",,98.6,0,,1,"","","",,
17248,1,"CONTADO",,127.4,0,,1,"","","",,
17250,1,"CONTADO",,148.35,0,,1,"","","",,
17251,1,"CONTADO",,0,0,,1,"","","",,
17252,1,"CONTADO",,814.73,0,,1,"","","",,
17254,1,"CONTADO",,126.68,0,,1,"","","",,
17255,1,"CONTADO",,12,0,,1,"","","",,
17258,1,"CONTADO",,0,0,,1,"","","",,
17259,1,"CONTADO",,0,0,,1,"","","",,
17260,1,"CONTADO",,1014.06,0,,1,"","","",,
17261,1,"CONTADO",,0,0,,1,"","","",,
17263,1,"CONTADO",,200,0,,1,"","","",,
17267,1,"CONTADO",,93.78,0,,1,"","","",,
17268,1,"CONTADO",,122.48,0,,1,"","","",,
17269,1,"CONTADO",,55.5,0,,1,"","","",,
17271,1,"CONTADO",,85.16,0,,1,"","","",,
17273,1,"CONTADO",,120.56,0,,1,"","","",,
17276,1,"CONTADO",,330.09,0,,1,"","","",,
17277,1,"CONTADO",,316,0,,1,"","","",,
17280,1,"CONTADO",,89.42,0,,1,"","","",,
17281,1,"CONTADO",,594.34,0,,1,"","","",,
17282,1,"CONTADO",,31.6,0,,1,"","","",,
17283,1,"CONTADO",,73.65,0,,1,"","","",,
17284,1,"CONTADO",,185,0,,1,"","","",,
17288,1,"CONTADO",,545.88,0,,1,"","","",,
17289,1,"CONTADO",,48.76,0,,1,"","","",,
17290,1,"CONTADO",,0,0,,1,"","","",,
17291,1,"CONTADO",,68.36,0,,1,"","","",,
17292,1,"CONTADO",,76.3,0,,1,"","","",,
17293,1,"CONTADO",,63.23,0,,1,"","","",,
17294,1,"CONTADO",,0,0,,1,"","","",,
17295,1,"CONTADO",,0,0,,1,"","","",,
17299,1,"CONTADO",,189.1,0,,1,"","","",,
17303,1,"CONTADO",,246.57,0,,1,"","","",,
17305,1,"CONTADO",,31.41,0,,1,"","","",,
17306,1,"CONTADO",,268.89,0,,1,"","","",,
17309,1,"CONTADO",,38.01,0,,1,"","","",,
17310,1,"CONTADO",,800,0,,1,"","","",,
17311,1,"CONTADO",,94.11,0,,1,"","","",,
17314,1,"CONTADO",,44,0,,1,"","","",,
17315,1,"CONTADO",,161.9,0,,1,"","","",,
17316,1,"CONTADO",,30.89,0,,1,"","","",,
17317,1,"CONTADO",,27.73,0,,1,"","","",,
17318,1,"CONTADO",,16.25,0,,1,"","","",,
17320,1,"CONTADO",,358.97,0,,1,"","","",,
17321,1,"CONTADO",,75.41,0,,1,"","","",,
17324,1,"CONTADO",,79.51,0,,1,"","","",,
17325,1,"CONTADO",,529.97,0,,1,"","","",,
17326,1,"CONTADO",,575.39,0,,1,"","","",,
17327,1,"CONTADO",,233.89,0,,1,"","","",,
17329,1,"CONTADO",,80.82,0,,1,"","","",,
17330,1,"CONTADO",,224.76,0,,1,"","","",,
17331,1,"CONTADO",,49.64,0,,1,"","","",,
17332,1,"CONTADO",,387.29,0,,1,"","","",,
17333,1,"CONTADO",,402.9,0,,1,"","","",,
17334,1,"CONTADO",,70.96,0,,1,"","","",,
17335,1,"CONTADO",,418.12,0,,1,"","","",,
17337,1,"CONTADO",,456.76,0,,1,"","","",,
17338,1,"CONTADO",,0,0,,1,"","","",,
17341,1,"CONTADO",,48.9,0,,1,"","","",,
17342,1,"CONTADO",,130.11,0,,1,"","","",,
17343,1,"CONTADO",,58.78,0,,1,"","","",,
17347,1,"CONTADO",,178.84,0,,1,"","","",,
17348,1,"CONTADO",,37,0,,1,"","","",,
17349,1,"CONTADO",,57.78,0,,1,"","","",,
17351,1,"CONTADO",,938.04,0,,1,"","","",,
17354,1,"CONTADO",,198.46,0,,1,"","","",,
17356,1,"CONTADO",,187.61,0,,1,"","","",,
17358,1,"CONTADO",,378.61,0,,1,"","","",,
17359,1,"CONTADO",,109.2,0,,1,"","","",,
17361,1,"CONTADO",,0,0,,1,"","","",,
17362,1,"CONTADO",,123.9,0,,1,"","","",,
17363,1,"CONTADO",,68.52,0,,1,"","","",,
17364,1,"CONTADO",,271.97,0,,1,"","","",,
17365,1,"CONTADO",,97.91,0,,1,"","","",,
17366,1,"CONTADO",,54.03,0,,1,"","","",,
17367,1,"CONTADO",,79.5,0,,1,"","","",,
17368,1,"CONTADO",,92.15,0,,1,"","","",,
17370,1,"CONTADO",,43.94,0,,1,"","","",,
17371,1,"CONTADO",,63.26,0,,1,"","","",,
17373,1,"CONTADO",,105.4,0,,1,"","","",,
17374,1,"CONTADO",,0,0,,1,"","","",,
17375,1,"CONTADO",,0,0,,1,"","","",,
17377,1,"CONTADO",,50.48,0,,1,"","","",,
17378,1,"CONTADO",,106.51,0,,1,"","","",,
17379,1,"CONTADO",,11,0,,1,"","","",,
17381,1,"CONTADO",,105.75,0,,1,"","","",,
17382,1,"CONTADO",,118.89,0,,1,"","","",,
17383,1,"CONTADO",,480.28,0,,1,"","","",,
17385,1,"CONTADO",,80.31,0,,1,"","","",,
17386,1,"CONTADO",,47.3,0,,1,"","","",,
17389,1,"CONTADO",,800,0,,1,"","","",,
17391,1,"CONTADO",,130.59,0,,1,"","","",,
17394,1,"CONTADO",,68.95,0,,1,"","","",,
17395,1,"CONTADO",,25.01,0,,1,"","","",,
17397,1,"CONTADO",,131.87,0,,1,"","","",,
17399,1,"CONTADO",,404.32,0,,1,"","","",,
17400,1,"CONTADO",,57.5,0,,1,"","","",,
17401,1,"CONTADO",,26.6,0,,1,"","","",,
17404,1,"CONTADO",,500,0,,1,"","","",,
17405,1,"CONTADO",,455.97,0,,1,"","","",,
17408,1,"CONTADO",,0,0,,1,"","","",,
17409,1,"CONTADO",,0,0,,1,"","","",,
17410,1,"CONTADO",,134.64,0,,1,"","","",,
17412,1,"CONTADO",,83.46,0,,1,"","","",,
17414,1,"CONTADO",,74.21,0,,1,"","","",,
17415,1,"CONTADO",,0,0,,1,"","","",,
17416,1,"CONTADO",,31.6,0,,1,"","","",,
17417,1,"CONTADO",,202.5,0,,1,"","","",,
17418,1,"CONTADO",,1043.79,0,,1,"","","",,
17419,1,"CONTADO",,119.4,0,,1,"","","",,
17421,1,"CONTADO",,432.9,0,,1,"","","",,
17422,1,"CONTADO",,0,0,,1,"","","",,
17423,1,"CONTADO",,0,0,,1,"","","",,
17424,1,"CONTADO",,765.5,0,,1,"","","",,
17425,1,"CONTADO",,445.03,0,,1,"","","",,
17426,1,"CONTADO",,104.67,0,,1,"","","",,
17427,1,"CONTADO",,158.85,0,,1,"","","",,
17428,1,"CONTADO",,0,0,,1,"","","",,
17429,1,"CONTADO",,0,0,,1,"","","",,
17430,1,"CONTADO",,0,0,,1,"","","",,
17433,1,"CONTADO",,497,0,,1,"","","",,
17436,1,"CONTADO",,29.99,0,,1,"","","",,
17437,1,"CONTADO",,200,0,,1,"","","",,
17439,1,"CONTADO",,0,0,,1,"","","",,
17440,1,"CONTADO",,606.42,0,,1,"","","",,
17442,1,"CONTADO",,315,0,,1,"","","",,
17443,1,"CONTADO",,0,0,,1,"","","",,
17446,1,"CONTADO",,29.05,0,,1,"","","",,
17447,1,"CONTADO",,110.1,0,,1,"","","",,
17448,1,"CONTADO",,177.49,0,,1,"","","",,
17449,1,"CONTADO",,44.37,0,,1,"","","",,
17450,1,"CONTADO",,73.95,0,,1,"","","",,
17451,1,"CONTADO",,64.78,0,,1,"","","",,
17454,1,"CONTADO",,50.46,0,,1,"","","",,
17455,1,"CONTADO",,7,0,,1,"","","",,
17456,1,"CONTADO",,597.1,0,,1,"","","",,
17457,1,"CONTADO",,260,0,,1,"","","",,
17458,1,"CONTADO",,415.27,0,,1,"","","",,
17459,1,"CONTADO",,150.47,0,,1,"","","",,
17461,1,"CONTADO",,15.3,0,,1,"","","",,
17462,1,"CONTADO",,19,0,,1,"","","",,
17463,1,"CONTADO",,64.46,0,,1,"","","",,
17465,1,"CONTADO",,115.8,0,,1,"","","",,
17467,1,"CONTADO",,76.2,0,,1,"","","",,
17468,1,"CONTADO",,470,0,,1,"","","",,
17470,1,"CONTADO",,0,0,,1,"","","",,
17471,1,"CONTADO",,0,0,,1,"","","",,
17472,1,"CONTADO",,0,0,,1,"","","",,
17473,1,"CONTADO",,0,0,,1,"","","",,
17475,1,"CONTADO",,48.07,0,,1,"","","",,
17480,1,"CONTADO",,96.8,0,,1,"","","",,
17481,1,"CONTADO",,0,0,,1,"","","",,
17482,1,"CONTADO",,0,0,,1,"","","",,
17484,1,"CONTADO",,18.31,0,,1,"","","",,
17485,1,"CONTADO",,79.69,0,,1,"","","",,
17486,2,"TARJETA",,310.25,0,,5,"0","4517650569855455","",,
17490,1,"CONTADO",,18.5,0,,1,"","","",,
17493,1,"CONTADO",,1620,0,,1,"","","",,
17494,1,"CONTADO",,54.35,0,,1,"","","",,
17495,1,"CONTADO",,86.86,0,,1,"","","",,
17499,1,"CONTADO",,88.76,0,,1,"","","",,
17500,1,"CONTADO",,36.92,0,,1,"","","",,
17502,1,"CONTADO",,368.51,0,,1,"","","",,
17503,1,"CONTADO",,111.78,0,,1,"","","",,
17504,1,"CONTADO",,320,0,,1,"","","",,
17505,1,"CONTADO",,141.98,0,,1,"","","",,
17506,1,"CONTADO",,500,0,,1,"","","",,
17507,1,"CONTADO",,0,0,,1,"","","",,
17508,1,"CONTADO",,87.97,0,,1,"","","",,
17511,1,"CONTADO",,0,0,,1,"","","",,
17512,1,"CONTADO",,36.9,0,,1,"","","",,
17515,1,"CONTADO",,531.87,0,,1,"","","",,
17516,1,"CONTADO",,0,0,,1,"","","",,
17518,1,"CONTADO",,70.11,0,,1,"","","",,
17519,1,"CONTADO",,0,0,,1,"","","",,
17520,1,"CONTADO",,0,0,,1,"","","",,
17521,1,"CONTADO",,0,0,,1,"","","",,
17522,1,"CONTADO",,39,0,,1,"","","",,
17523,1,"CONTADO",,22.77,0,,1,"","","",,
17524,1,"CONTADO",,125.33,0,,1,"","","",,
17525,1,"CONTADO",,463.28,0,,1,"","","",,
17526,1,"CONTADO",,39.51,0,,1,"","","",,
17528,1,"CONTADO",,199.63,0,,1,"","","",,
17529,1,"CONTADO",,102.24,0,,1,"","","",,
17530,1,"CONTADO",,13,0,,1,"","","",,
17531,1,"CONTADO",,68.96,0,,1,"","","",,
17532,1,"CONTADO",,35,0,,1,"","","",,
17534,1,"CONTADO",,38.24,0,,1,"","","",,
17535,1,"CONTADO",,235.41,0,,1,"","","",,
17537,1,"CONTADO",,73.19,0,,1,"","","",,
17540,1,"CONTADO",,240.39,0,,1,"","","",,
17541,1,"CONTADO",,169.04,0,,1,"","","",,
17542,1,"CONTADO",,48.17,0,,1,"","","",,
17543,1,"CONTADO",,80.21,0,,1,"","","",,
17544,1,"CONTADO",,0,0,,1,"","","",,
17545,1,"CONTADO",,0,0,,1,"","","",,
17546,1,"CONTADO",,0,0,,1,"","","",,
17547,1,"CONTADO",,0,0,,1,"","","",,
17548,1,"CONTADO",,0,0,,1,"","","",,
17551,1,"CONTADO",,181.3,0,,1,"","","",,
17552,1,"CONTADO",,170.08,0,,1,"","","",,
17553,1,"CONTADO",,165,0,,1,"","","",,
17557,1,"CONTADO",,64.25,0,,1,"","","",,
17558,1,"CONTADO",,0,0,,1,"","","",,
17560,1,"CONTADO",,29.31,0,,1,"","","",,
17566,1,"CONTADO",,500,0,,1,"","","",,
17567,1,"CONTADO",,7.2,0,,1,"","","",,
17568,1,"CONTADO",,248.71,0,,1,"","","",,
17569,1,"CONTADO",,120.56,0,,1,"","","",,
17570,1,"CONTADO",,237.6,0,,1,"","","",,
17571,1,"CONTADO",,480,0,,1,"","","",,
17572,1,"CONTADO",,51,0,,1,"","","",,
17575,1,"CONTADO",,75.9,0,,1,"","","",,
17577,1,"CONTADO",,147,0,,1,"","","",,
17579,1,"CONTADO",,300.75,0,,1,"","","",,
17581,1,"CONTADO",,133.6,0,,1,"","","",,
17586,1,"CONTADO",,600,0,,1,"","","",,
17588,1,"CONTADO",,70.44,0,,1,"","","",,
17589,1,"CONTADO",,57.3,0,,1,"","","",,
17593,1,"CONTADO",,389.85,0,,1,"","","",,
17594,1,"CONTADO",,125.5,0,,1,"","","",,
17596,1,"CONTADO",,223.63,0,,1,"","","",,
17599,1,"CONTADO",,431.12,0,,1,"","","",,
17600,1,"CONTADO",,63.97,0,,1,"","","",,
17601,1,"CONTADO",,45.09,0,,1,"","","",,
17607,1,"CONTADO",,313.15,0,,1,"","","",,
17609,1,"CONTADO",,68.58,0,,1,"","","",,
17612,1,"CONTADO",,87.81,0,,1,"","","",,
17613,1,"CONTADO",,161.98,0,,1,"","","",,
17614,1,"CONTADO",,127,0,,1,"","","",,
17615,1,"CONTADO",,13.95,0,,1,"","","",,
17616,1,"CONTADO",,120.91,0,,1,"","","",,
17617,1,"CONTADO",,85.06,0,,1,"","","",,
17618,1,"CONTADO",,0,0,,1,"","","",,
17619,1,"CONTADO",,0,0,,1,"","","",,
17620,1,"CONTADO",,157.46,0,,1,"","","",,
17621,1,"CONTADO",,50.84,0,,1,"","","",,
17622,1,"CONTADO",,23.2,0,,1,"","","",,
17623,1,"CONTADO",,150.27,0,,1,"","","",,
17624,1,"CONTADO",,390.78,0,,1,"","","",,
17625,1,"CONTADO",,66.85,0,,1,"","","",,
17627,1,"CONTADO",,1014.67,0,,1,"","","",,
17628,1,"CONTADO",,206.74,0,,1,"","","",,
17630,1,"CONTADO",,67.62,0,,1,"","","",,
17631,1,"CONTADO",,35,0,,1,"","","",,
17632,1,"CONTADO",,58.91,0,,1,"","","",,
17634,1,"CONTADO",,147.81,0,,1,"","","",,
17635,1,"CONTADO",,15.5,0,,1,"","","",,
17637,1,"CONTADO",,209.3,0,,1,"","","",,
17638,1,"CONTADO",,55.22,0,,1,"","","",,
17640,1,"CONTADO",,119.72,0,,1,"","","",,
17641,1,"CONTADO",,54.71,0,,1,"","","",,
17642,1,"CONTADO",,140.71,0,,1,"","","",,
17644,1,"CONTADO",,346.12,0,,1,"","","",,
17645,1,"CONTADO",,267.91,0,,1,"","","",,
17646,1,"CONTADO",,0,0,,1,"","","",,
17647,1,"CONTADO",,35,0,,1,"","","",,
17648,1,"CONTADO",,24,0,,1,"","","",,
17649,1,"CONTADO",,59.12,0,,1,"","","",,
17650,1,"CONTADO",,48.49,0,,1,"","","",,
17651,1,"CONTADO",,139.37,0,,1,"","","",,
17653,1,"CONTADO",,252.97,0,,1,"","","",,
17654,1,"CONTADO",,185.47,0,,1,"","","",,
17656,1,"CONTADO",,94.02,0,,1,"","","",,
17657,1,"CONTADO",,0,0,,1,"","","",,
17660,1,"CONTADO",,179.69,0,,1,"","","",,
17662,1,"CONTADO",,77.18,0,,1,"","","",,
17663,1,"CONTADO",,68.05,0,,1,"","","",,
17664,1,"CONTADO",,61.27,0,,1,"","","",,
17666,1,"CONTADO",,0,0,,1,"","","",,
17668,1,"CONTADO",,36.5,0,,1,"","","",,
17669,1,"CONTADO",,68.05,0,,1,"","","",,
17670,1,"CONTADO",,181.16,0,,1,"","","",,
17673,1,"CONTADO",,500,0,,1,"","","",,
17674,1,"CONTADO",,34.06,0,,1,"","","",,
17675,1,"CONTADO",,70.14,0,,1,"","","",,
17676,1,"CONTADO",,48.69,0,,1,"","","",,
17677,1,"CONTADO",,22,0,,1,"","","",,
17678,1,"CONTADO",,18,0,,1,"","","",,
17679,1,"CONTADO",,94.98,0,,1,"","","",,
17680,1,"CONTADO",,111.78,0,,1,"","","",,
17681,1,"CONTADO",,0,0,,1,"","","",,
17682,1,"CONTADO",,0,0,,1,"","","",,
17683,1,"CONTADO",,0,0,,1,"","","",,
17684,1,"CONTADO",,69.5,0,,1,"","","",,
17686,1,"CONTADO",,7.07,0,,1,"","","",,
17689,1,"CONTADO",,71.9,0,,1,"","","",,
17690,1,"CONTADO",,219.01,0,,1,"","","",,
17694,1,"CONTADO",,170.99,0,,1,"","","",,
17698,1,"CONTADO",,40,0,,1,"","","",,
17699,1,"CONTADO",,66,0,,1,"","","",,
17700,1,"CONTADO",,182.49,0,,1,"","","",,
17702,1,"CONTADO",,25.27,0,,1,"","","",,
17703,1,"CONTADO",,24.25,0,,1,"","","",,
17704,1,"CONTADO",,174.03,0,,1,"","","",,
17705,1,"CONTADO",,0,0,,1,"","","",,
17706,1,"CONTADO",,67.91,0,,1,"","","",,
17707,1,"CONTADO",,0,0,,1,"","","",,
17708,1,"CONTADO",,0,0,,1,"","","",,
17709,1,"CONTADO",,0,0,,1,"","","",,
17710,1,"CONTADO",,129.4,0,,1,"","","",,
17712,1,"CONTADO",,62.88,0,,1,"","","",,
17714,1,"CONTADO",,37,0,,1,"","","",,
17715,1,"CONTADO",,16,0,,1,"","","",,
17716,1,"CONTADO",,500,0,,1,"","","",,
17719,1,"CONTADO",,0,0,,1,"","","",,
17720,1,"CONTADO",,37,0,,1,"","","",,
17723,1,"CONTADO",,90.27,0,,1,"","","",,
17724,1,"CONTADO",,36.13,0,,1,"","","",,
17726,1,"CONTADO",,60.38,0,,1,"","","",,
17727,1,"CONTADO",,0,0,,1,"","","",,
17728,1,"CONTADO",,46.02,0,,1,"","","",,
17729,1,"CONTADO",,27.07,0,,1,"","","",,
17730,1,"CONTADO",,235.3,0,,1,"","","",,
17731,1,"CONTADO",,58,0,,1,"","","",,
17732,1,"CONTADO",,36.84,0,,1,"","","",,
17735,1,"CONTADO",,627.33,0,,1,"","","",,
17736,1,"CONTADO",,42.04,0,,1,"","","",,
17740,1,"CONTADO",,100,0,,1,"","","",,
17741,1,"CONTADO",,178.84,0,,1,"","","",,
17746,1,"CONTADO",,500,0,,1,"","","",,
17747,1,"CONTADO",,67.36,0,,1,"","","",,
17749,1,"CONTADO",,190.01,0,,1,"","","",,
17750,1,"CONTADO",,103.62,0,,1,"","","",,
17751,1,"CONTADO",,44.37,0,,1,"","","",,
17752,1,"CONTADO",,19.56,0,,1,"","","",,
17753,1,"CONTADO",,13.75,0,,1,"","","",,
17757,1,"CONTADO",,392.75,0,,1,"","","",,
17759,1,"CONTADO",,95.6,0,,1,"","","",,
17761,1,"CONTADO",,73.25,0,,1,"","","",,
17762,1,"CONTADO",,937.04,0,,1,"","","",,
17763,1,"CONTADO",,0,0,,1,"","","",,
17764,1,"CONTADO",,8.21999999999997,0,,1,"","","",,
17765,1,"CONTADO",,16.4,0,,1,"","","",,
17766,1,"CONTADO",,152.36,0,,1,"","","",,
17768,1,"CONTADO",,149.93,0,,1,"","","",,
17769,1,"CONTADO",,52,0,,1,"","","",,
17770,1,"CONTADO",,49.22,0,,1,"","","",,
17775,1,"CONTADO",,179.58,0,,1,"","","",,
17779,1,"CONTADO",,81.87,0,,1,"","","",,
17783,1,"CONTADO",,277.06,0,,1,"","","",,
17785,1,"CONTADO",,78.08,0,,1,"","","",,
17786,1,"CONTADO",,43.41,0,,1,"","","",,
17789,1,"CONTADO",,137.11,0,,1,"","","",,
17791,1,"CONTADO",,155.46,0,,1,"","","",,
17792,1,"CONTADO",,151.49,0,,1,"","","",,
17793,1,"CONTADO",,124.12,0,,1,"","","",,
17794,1,"CONTADO",,47.6,0,,1,"","","",,
17795,1,"CONTADO",,214.94,0,,1,"","","",,
17796,1,"CONTADO",,185.33,0,,1,"","","",,
17797,1,"CONTADO",,30.8,0,,1,"","","",,
17798,1,"CONTADO",,47.6,0,,1,"","","",,
17800,1,"CONTADO",,44,0,,1,"","","",,
17801,1,"CONTADO",,49.42,0,,1,"","","",,
17802,1,"CONTADO",,73.46,0,,1,"","","",,
17803,1,"CONTADO",,0,0,,1,"","","",,
17804,1,"CONTADO",,0,0,,1,"","","",,
17805,1,"CONTADO",,67.14,0,,1,"","","",,
17806,1,"CONTADO",,40.13,0,,1,"","","",,
17807,1,"CONTADO",,110.55,0,,1,"","","",,
17809,1,"CONTADO",,55,0,,1,"","","",,
17810,1,"CONTADO",,511.22,0,,1,"","","",,
17812,1,"CONTADO",,46.44,0,,1,"","","",,
17813,1,"CONTADO",,49.4,0,,1,"","","",,
17814,1,"CONTADO",,102.8,0,,1,"","","",,
17815,1,"CONTADO",,180.42,0,,1,"","","",,
17818,1,"CONTADO",,135.86,0,,1,"","","",,
17819,1,"CONTADO",,68.92,0,,1,"","","",,
17820,1,"CONTADO",,142.55,0,,1,"","","",,
17821,1,"CONTADO",,91.35,0,,1,"","","",,
17822,1,"CONTADO",,45.76,0,,1,"","","",,
17824,1,"CONTADO",,95.62,0,,1,"","","",,
17825,1,"CONTADO",,0,0,,1,"","","",,
17826,1,"CONTADO",,0,0,,1,"","","",,
17827,1,"CONTADO",,0,0,,1,"","","",,
17830,1,"CONTADO",,483.25,0,,1,"","","",,
17831,1,"CONTADO",,71,0,,1,"","","",,
17832,1,"CONTADO",,269,0,,1,"","","",,
17833,1,"CONTADO",,0,0,,1,"","","",,
17835,1,"CONTADO",,30.88,0,,1,"","","",,
17836,1,"CONTADO",,159.4,0,,1,"","","",,
17837,1,"CONTADO",,106.45,0,,1,"","","",,
17838,1,"CONTADO",,450,0,,1,"","","",,
17840,1,"CONTADO",,272.6,0,,1,"","","",,
17841,1,"CONTADO",,114.25,0,,1,"","","",,
17844,1,"CONTADO",,672.74,0,,1,"","","",,
17845,1,"CONTADO",,145.78,0,,1,"","","",,
17846,1,"CONTADO",,109.2,0,,1,"","","",,
17847,1,"CONTADO",,110,0,,1,"","","",,
17848,1,"CONTADO",,81.07,0,,1,"","","",,
17849,1,"CONTADO",,179.81,0,,1,"","","",,
17852,1,"CONTADO",,50.4,0,,1,"","","",,
17854,1,"CONTADO",,77.85,0,,1,"","","",,
17855,1,"CONTADO",,46.9,0,,1,"","","",,
17857,1,"CONTADO",,21.74,0,,1,"","","",,
17858,1,"CONTADO",,54.94,0,,1,"","","",,
17859,1,"CONTADO",,50.64,0,,1,"","","",,
17860,1,"CONTADO",,129.33,0,,1,"","","",,
17861,1,"CONTADO",,74.7,0,,1,"","","",,
17863,1,"CONTADO",,23.58,0,,1,"","","",,
17864,1,"CONTADO",,135.13,0,,1,"","","",,
17866,1,"CONTADO",,41.08,0,,1,"","","",,
17868,1,"CONTADO",,66.21,0,,1,"","","",,
17869,1,"CONTADO",,16.25,0,,1,"","","",,
17870,1,"CONTADO",,232.83,0,,1,"","","",,
17871,1,"CONTADO",,800,0,,1,"","","",,
17872,1,"CONTADO",,57.5,0,,1,"","","",,
17876,1,"CONTADO",,200,0,,1,"","","",,
17878,1,"CONTADO",,96.37,0,,1,"","","",,
17879,1,"CONTADO",,41,0,,1,"","","",,
17880,1,"CONTADO",,73.17,0,,1,"","","",,
17881,1,"CONTADO",,56.64,0,,1,"","","",,
17882,1,"CONTADO",,83.5,0,,1,"","","",,
17884,1,"CONTADO",,36.84,0,,1,"","","",,
17886,1,"CONTADO",,84.56,0,,1,"","","",,
17891,1,"CONTADO",,270,0,,1,"","","",,
17892,1,"CONTADO",,516.86,0,,1,"","","",,
17893,1,"CONTADO",,70.96,0,,1,"","","",,
17894,1,"CONTADO",,99.8,0,,1,"","","",,
17895,1,"CONTADO",,111.78,0,,1,"","","",,
17897,1,"CONTADO",,550,0,,1,"","","",,
17898,1,"CONTADO",,147.45,0,,1,"","","",,
17899,1,"CONTADO",,19,0,,1,"","","",,
17900,1,"CONTADO",,90.58,0,,1,"","","",,
17901,1,"CONTADO",,514.19,0,,1,"","","",,
17902,1,"CONTADO",,49.58,0,,1,"","","",,
17904,1,"CONTADO",,80.83,0,,1,"","","",,
17906,1,"CONTADO",,0,0,,1,"","","",,
17908,1,"CONTADO",,28.08,0,,1,"","","",,
17910,1,"CONTADO",,172.45,0,,1,"","","",,
17911,1,"CONTADO",,127.21,0,,1,"","","",,
17913,1,"CONTADO",,146.52,0,,1,"","","",,
17914,1,"CONTADO",,29,0,,1,"","","",,
17916,1,"CONTADO",,242,0,,1,"","","",,
17917,1,"CONTADO",,1134.41,0,,1,"","","",,
17919,1,"CONTADO",,219.42,0,,1,"","","",,
17920,1,"CONTADO",,394.95,0,,1,"","","",,
17921,1,"CONTADO",,30,0,,1,"","","",,
17929,1,"CONTADO",,240,0,,1,"","","",,
17931,1,"CONTADO",,43.79,0,,1,"","","",,
17932,1,"CONTADO",,56.19,0,,1,"","","",,
17936,1,"CONTADO",,51,0,,1,"","","",,
17939,1,"CONTADO",,300,0,,1,"","","",,
17941,1,"CONTADO",,51.38,0,,1,"","","",,
17943,1,"CONTADO",,444,0,,1,"","","",,
17945,1,"CONTADO",,109.87,0,,1,"","","",,
17946,1,"CONTADO",,39,0,,1,"","","",,
17949,1,"CONTADO",,33.16,0,,1,"","","",,
17950,1,"CONTADO",,57.5,0,,1,"","","",,
17951,1,"CONTADO",,24.2,0,,1,"","","",,
17952,1,"CONTADO",,186.75,0,,1,"","","",,
17954,1,"CONTADO",,49,0,,1,"","","",,
17955,1,"CONTADO",,640,0,,1,"","","",,
17956,1,"CONTADO",,29,0,,1,"","","",,
17958,1,"CONTADO",,62,0,,1,"","","",,
17959,1,"CONTADO",,68.53,0,,1,"","","",,
17965,1,"CONTADO",,394,0,,1,"","","",,
17966,1,"CONTADO",,35.07,0,,1,"","","",,
17968,1,"CONTADO",,275.5,0,,1,"","","",,
17970,1,"CONTADO",,38.5,0,,1,"","","",,
17971,1,"CONTADO",,0,0,,1,"","","",,
17972,1,"CONTADO",,172.11,0,,1,"","","",,
17975,1,"CONTADO",,119.31,0,,1,"","","",,
17977,1,"CONTADO",,39.89,0,,1,"","","",,
17978,1,"CONTADO",,1486,0,,1,"","","",,
17981,1,"CONTADO",,19.87,0,,1,"","","",,
17983,1,"CONTADO",,115,0,,1,"","","",,
17984,1,"CONTADO",,34.08,0,,1,"","","",,
17986,1,"CONTADO",,74.47,0,,1,"","","",,
17987,1,"CONTADO",,104.58,0,,1,"","","",,
17988,1,"CONTADO",,96.36,0,,1,"","","",,
17989,1,"CONTADO",,59.85,0,,1,"","","",,
17992,1,"CONTADO",,66.7,0,,1,"","","",,
17995,1,"CONTADO",,62.86,0,,1,"","","",,
17998,1,"CONTADO",,36,0,,1,"","","",,
18001,1,"CONTADO",,350,0,,1,"","","",,
18003,1,"CONTADO",,124.39,0,,1,"","","",,
18004,1,"CONTADO",,57.7,0,,1,"","","",,
18005,1,"CONTADO",,241.95,0,,1,"","","",,
18006,1,"CONTADO",,630,0,,1,"","","",,
18007,1,"CONTADO",,136.7,0,,1,"","","",,
18008,1,"CONTADO",,136.39,0,,1,"","","",,
18009,1,"CONTADO",,14.12,0,,1,"","","",,
18010,1,"CONTADO",,259.8,0,,1,"","","",,
18011,1,"CONTADO",,82.18,0,,1,"","","",,
18012,1,"CONTADO",,1083.36,0,,1,"","","",,
18013,1,"CONTADO",,43.25,0,,1,"","","",,
18017,1,"CONTADO",,159.72,0,,1,"","","",,
18019,1,"CONTADO",,263.37,0,,1,"","","",,
18020,1,"CONTADO",,108.9,0,,1,"","","",,
18021,1,"CONTADO",,43.25,0,,1,"","","",,
18022,1,"CONTADO",,189.7,0,,1,"","","",,
18023,1,"CONTADO",,84.57,0,,1,"","","",,
18024,1,"CONTADO",,138.33,0,,1,"","","",,
18027,1,"CONTADO",,163.71,0,,1,"","","",,
18028,1,"CONTADO",,46.17,0,,1,"","","",,
18030,1,"CONTADO",,388.43,0,,1,"","","",,
18032,1,"CONTADO",,24,0,,1,"","","",,
18034,1,"CONTADO",,281.16,0,,1,"","","",,
18035,1,"CONTADO",,135,0,,1,"","","",,
18036,1,"CONTADO",,104.36,0,,1,"","","",,
18038,1,"CONTADO",,159.2,0,,1,"","","",,
18039,1,"CONTADO",,973.03,0,,1,"","","",,
